person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_Y,Actual_Status,Default_Probability,Prescribed_Strategy
23,34600,5.0,6800,12.69,0.2,4,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0,0.3785619385454531,Amber Tier (Risk-Adjusted Conditional Approval)
44,65000,16.0,2000,7.9,0.03,14,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0,0.15082280692827002,Green Tier (Standard Approval)
22,54000,3.0,15750,6.62,0.29,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.29227650175703135,Amber Tier (Risk-Adjusted Conditional Approval)
28,65000,2.0,7200,13.98,0.11,5,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,0,0.5115671300215585,Amber Tier (Risk-Adjusted Conditional Approval)
22,54000,1.0,10000,14.61,0.19,4,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1,0.8956408231398214,Red Tier (Automatic Decline)
26,30000,5.0,5000,7.49,0.17,4,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0.029691897694018893,Green Tier (Standard Approval)
21,30000,6.0,9200,6.62,0.31,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,0.763757732524592,Red Tier (Automatic Decline)
22,50000,7.0,8800,11.11,0.18,4,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0,0.17052812768722675,Green Tier (Standard Approval)
22,43000,4.0,18550,11.83,0.43,4,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1,0.9171628744705924,Red Tier (Automatic Decline)
24,51500,6.0,4000,7.51,0.08,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0.12318048141906149,Green Tier (Standard Approval)
24,29000,1.0,20000,10.62,0.69,3,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0,0.9942224173038139,Red Tier (Automatic Decline)
40,71000,5.0,7000,15.38,0.1,12,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0,0.6602280065025327,Red Tier (Automatic Decline)
25,138000,9.0,21600,10.99,0.16,4,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0,0.01793784922605109,Green Tier (Standard Approval)
45,125000,0.0,12000,6.03,0.1,14,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.08448432762312287,Green Tier (Standard Approval)
25,66000,9.0,12000,16.89,0.18,2,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1,0.8857515314659691,Red Tier (Automatic Decline)
24,42000,1.0,7500,10.51,0.18,3,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,0,0.03854362433502999,Green Tier (Standard Approval)
23,29000,2.0,9000,11.71,0.31,2,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,1,0.7712419613604673,Red Tier (Automatic Decline)
26,132750,8.0,12000,11.49,0.09,4,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0,0.15171907049764674,Green Tier (Standard Approval)
30,105000,0.0,6000,14.72,0.06,10,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0,0.0971390942443946,Green Tier (Standard Approval)
28,67000,4.0,12000,7.49,0.18,7,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0,0.20012554105619584,Green Tier (Standard Approval)
38,52000,3.0,8000,15.21,0.15,13,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,0,0.3895700263980432,Amber Tier (Risk-Adjusted Conditional Approval)
22,30000,0.0,3600,12.21,0.12,3,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,0,0.26034601756878883,Amber Tier (Risk-Adjusted Conditional Approval)
32,75000,8.0,14000,6.03,0.19,10,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,0.14173214176779805,Green Tier (Standard Approval)
29,40000,9.0,1400,14.26,0.04,5,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0,0.14914105823050122,Green Tier (Standard Approval)
44,83000,2.0,12000,16.0,0.14,12,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,1,0.6444933757244913,Red Tier (Automatic Decline)
29,66000,4.0,8200,17.04,0.12,7,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,0.8413059018771457,Red Tier (Automatic Decline)
32,50000,2.0,8000,10.62,0.16,8,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,0,0.4225958779942002,Amber Tier (Risk-Adjusted Conditional Approval)
27,106000,3.0,16000,14.96,0.15,9,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,0,0.21523546683984232,Green Tier (Standard Approval)
25,34000,4.0,8200,12.21,0.24,4,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,0,0.5077790368075472,Amber Tier (Risk-Adjusted Conditional Approval)
25,55000,4.0,2500,7.88,0.05,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0,0.14260161659617723,Green Tier (Standard Approval)
22,54000,3.0,22750,15.31,0.42,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,0.9729673625795742,Red Tier (Automatic Decline)
22,58000,6.0,20000,11.99,0.34,4,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,0,0.20224705110578414,Green Tier (Standard Approval)
32,29000,16.0,9450,16.29,0.33,8,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1,0.9905418119884702,Red Tier (Automatic Decline)
27,40000,9.0,2000,10.75,0.05,6,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0,0.2814240458638223,Amber Tier (Risk-Adjusted Conditional Approval)
24,68000,7.0,6000,7.88,0.09,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0.07667687402717302,Green Tier (Standard Approval)
30,72000,14.0,3000,9.99,0.04,9,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0,0.16518630206841192,Green Tier (Standard Approval)
38,47000,2.0,3000,7.49,0.06,11,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0,0.08099174213512109,Green Tier (Standard Approval)
24,59000,5.0,15000,14.79,0.25,3,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,1,0.5617944294742269,Amber Tier (Risk-Adjusted Conditional Approval)
21,100000,5.0,5000,7.14,0.05,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.012334966645687917,Green Tier (Standard Approval)
28,81000,11.0,6000,6.17,0.07,8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.061579448648029854,Green Tier (Standard Approval)
30,62256,1.0,9000,15.05,0.14,10,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0,0.8394344809310046,Red Tier (Automatic Decline)
23,14000,2.0,4000,15.31,0.29,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1,0.9091573643376246,Red Tier (Automatic Decline)
24,50000,8.0,3000,13.47,0.06,2,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,0.15081174244479134,Green Tier (Standard Approval)
25,48000,3.0,1400,14.79,0.03,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,0.2407306895625452,Green Tier (Standard Approval)
23,60000,5.0,16000,14.27,0.27,4,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,0,0.12335890081166291,Green Tier (Standard Approval)
22,130000,1.0,13000,8.94,0.1,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0.03486946180011747,Green Tier (Standard Approval)
22,60000,5.0,2100,13.43,0.04,2,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,0,0.1624607787544601,Green Tier (Standard Approval)
24,36396,8.0,5000,6.03,0.14,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,0.3292712175743459,Amber Tier (Risk-Adjusted Conditional Approval)
24,110000,8.0,8000,6.76,0.07,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0.04510053241135487,Green Tier (Standard Approval)
27,31200,0.0,6000,13.49,0.19,7,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,0,0.46943042441328886,Amber Tier (Risk-Adjusted Conditional Approval)
25,69000,0.0,15000,16.7,0.22,3,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,1,0.9551971144315266,Red Tier (Automatic Decline)
30,40000,13.0,12000,9.2,0.3,8,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,0,0.6046702701684341,Red Tier (Automatic Decline)
24,121000,8.0,18000,18.3,0.15,3,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0,0.8474183761586855,Red Tier (Automatic Decline)
33,96053,3.0,12000,15.68,0.11,6,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,1,0.8086391060302606,Red Tier (Automatic Decline)
23,74400,3.0,9000,7.66,0.12,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,0.1719898609614453,Green Tier (Standard Approval)
30,36000,3.0,24250,12.61,0.67,7,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,1,0.9940898647457216,Red Tier (Automatic Decline)
23,50000,5.0,10000,7.51,0.2,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0,0.2887712108723495,Amber Tier (Risk-Adjusted Conditional Approval)
21,53000,3.0,9600,15.31,0.18,4,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,0,0.8941488070264076,Red Tier (Automatic Decline)
23,46776,7.0,15000,13.24,0.32,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0,0.7704875639772852,Red Tier (Automatic Decline)
23,150000,0.0,24000,7.49,0.16,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0,0.05122751631660709,Green Tier (Standard Approval)
36,30000,0.0,5500,8.9,0.18,11,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0,0.3711707498107719,Amber Tier (Risk-Adjusted Conditional Approval)
23,92000,7.0,10000,11.71,0.11,4,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,0,0.13164158005670099,Green Tier (Standard Approval)
22,43000,5.0,7000,10.62,0.16,4,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0,0.30891931353078417,Amber Tier (Risk-Adjusted Conditional Approval)
32,189996,4.0,8400,9.32,0.04,8,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0,0.09882742666068106,Green Tier (Standard Approval)
22,35100,0.0,1000,13.98,0.03,2,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0,0.35913472886892783,Amber Tier (Risk-Adjusted Conditional Approval)
25,55000,9.0,8500,10.99,0.15,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,0,0.33108690285093456,Amber Tier (Risk-Adjusted Conditional Approval)
32,44500,3.0,15000,7.51,0.34,5,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0,0.12273224053700231,Green Tier (Standard Approval)
34,30000,2.0,4000,7.51,0.13,7,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0,0.26770129485545463,Amber Tier (Risk-Adjusted Conditional Approval)
25,34000,0.0,6650,8.9,0.2,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0,0.3142194108881294,Amber Tier (Risk-Adjusted Conditional Approval)
25,34000,10.0,20000,8.88,0.59,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1,0.9813719326706069,Red Tier (Automatic Decline)
28,43200,5.0,12250,9.99,0.28,6,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0,0.1336429613247376,Green Tier (Standard Approval)
31,15000,2.0,4000,11.49,0.27,6,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,1,0.685134205940588,Red Tier (Automatic Decline)
27,225000,11.0,25000,15.31,0.11,5,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0,0.1657243828102391,Green Tier (Standard Approval)
27,56000,1.0,2500,11.72,0.04,5,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,0.2911247046455552,Amber Tier (Risk-Adjusted Conditional Approval)
37,39700,4.0,15000,13.23,0.38,11,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0,0.8785014563119904,Red Tier (Automatic Decline)
34,48000,9.0,5600,15.96,0.12,7,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0,0.20586394992542112,Green Tier (Standard Approval)
25,52000,9.0,16000,13.98,0.31,4,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,1,0.6043927082338398,Red Tier (Automatic Decline)
28,34000,0.0,2600,15.62,0.08,9,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1,0.8334073146092191,Red Tier (Automatic Decline)
21,59000,5.0,5000,9.99,0.08,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1,0.09911055245582193,Green Tier (Standard Approval)
26,55000,10.0,8400,8.94,0.15,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0,0.33007283990630853,Amber Tier (Risk-Adjusted Conditional Approval)
22,27302,6.0,3725,12.69,0.14,2,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0,0.38672654234616544,Amber Tier (Risk-Adjusted Conditional Approval)
22,60000,6.0,4000,7.51,0.07,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0,0.12725961669100821,Green Tier (Standard Approval)
22,60000,0.0,6600,10.59,0.11,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0,0.3410635547693323,Amber Tier (Risk-Adjusted Conditional Approval)
25,34800,4.0,9450,5.99,0.27,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.4675658602312562,Amber Tier (Risk-Adjusted Conditional Approval)
24,54000,5.0,10000,10.37,0.19,2,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,1,0.39077558681226443,Amber Tier (Risk-Adjusted Conditional Approval)
30,60000,0.0,12000,11.71,0.2,9,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,0,0.41271802872474006,Amber Tier (Risk-Adjusted Conditional Approval)
23,28000,4.0,5000,13.72,0.18,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1,0.7190970106049527,Red Tier (Automatic Decline)
35,36000,2.0,3000,15.31,0.08,10,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,1,0.8157323407835341,Red Tier (Automatic Decline)
23,92000,0.0,6500,8.0,0.07,3,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0,0.1078327635482988,Green Tier (Standard Approval)
22,12000,5.0,5500,10.36,0.46,4,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,1,0.9698671260245264,Red Tier (Automatic Decline)
33,29000,0.0,10000,13.06,0.34,7,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,1,0.8508359624763177,Red Tier (Automatic Decline)
24,42000,4.0,18250,16.82,0.43,4,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,1,0.9851535896436773,Red Tier (Automatic Decline)
22,25000,0.0,2500,11.14,0.1,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0,0.42767672746902535,Amber Tier (Risk-Adjusted Conditional Approval)
25,50000,3.0,17000,6.03,0.34,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0.48541986465355286,Amber Tier (Risk-Adjusted Conditional Approval)
22,41800,3.0,3100,6.76,0.07,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,0.04780818064377581,Green Tier (Standard Approval)
27,75905,0.0,18000,17.26,0.2,8,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,1,0.5414368534674557,Amber Tier (Risk-Adjusted Conditional Approval)
23,29700,2.0,4000,10.74,0.13,4,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,0,0.24126827927253802,Green Tier (Standard Approval)
25,69000,10.0,15000,14.54,0.22,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1,0.847318513434094,Red Tier (Automatic Decline)
23,135000,1.0,12500,15.99,0.09,2,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0,0.3818671618523784,Amber Tier (Risk-Adjusted Conditional Approval)
23,61615,4.0,13000,10.62,0.21,3,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0,0.30578885012628276,Amber Tier (Risk-Adjusted Conditional Approval)
25,120000,5.0,21000,7.9,0.17,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.0986119858235367,Green Tier (Standard Approval)
26,35000,9.0,2000,13.99,0.06,2,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,0,0.39176907639724895,Amber Tier (Risk-Adjusted Conditional Approval)
33,100000,16.0,15000,11.71,0.15,9,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0,0.15809419264508753,Green Tier (Standard Approval)
27,54000,0.0,12000,16.49,0.22,5,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1,0.8674249889988799,Red Tier (Automatic Decline)
26,107496,9.0,20000,12.69,0.19,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,0.19046142456292822,Green Tier (Standard Approval)
26,81000,10.0,21000,16.95,0.26,2,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,1,0.8398658182330554,Red Tier (Automatic Decline)
29,30288,13.0,13000,14.35,0.43,8,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,1,0.9542552559873868,Red Tier (Automatic Decline)
31,24000,2.0,1800,8.59,0.07,6,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0,0.24480958839927563,Green Tier (Standard Approval)
36,50400,7.0,12700,7.29,0.25,13,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0,0.414699830940785,Amber Tier (Risk-Adjusted Conditional Approval)
25,93080,3.0,8450,13.49,0.09,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0.2183848407189286,Green Tier (Standard Approval)
42,35000,12.0,2000,7.37,0.06,14,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0.0174624327261204,Green Tier (Standard Approval)
46,70000,0.0,14000,11.26,0.2,16,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,0,0.4946709347220618,Amber Tier (Risk-Adjusted Conditional Approval)
34,48000,4.0,10800,10.99,0.23,7,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0,0.61243482574452,Red Tier (Automatic Decline)
25,40000,2.0,18000,13.11,0.45,3,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,1,0.9446660683717883,Red Tier (Automatic Decline)
23,88000,2.0,6625,11.22,0.08,3,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0,0.16687856818420602,Green Tier (Standard Approval)
25,35000,0.0,13750,7.51,0.39,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,0.8602890227534873,Red Tier (Automatic Decline)
23,41000,3.0,6000,10.99,0.15,2,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,0,0.4596725898625775,Amber Tier (Risk-Adjusted Conditional Approval)
30,28800,9.0,2000,11.48,0.07,10,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,0,0.3293221769354819,Amber Tier (Risk-Adjusted Conditional Approval)
27,92000,11.0,18000,11.48,0.2,7,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0,0.1330349200526124,Green Tier (Standard Approval)
25,128000,4.0,10000,11.58,0.08,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1,0.16408631307259997,Green Tier (Standard Approval)
23,70000,4.0,12000,7.49,0.17,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0,0.2657132421611035,Amber Tier (Risk-Adjusted Conditional Approval)
